school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Monterey Hills Elementary School,"1624 Via del ReySouth Pasadena, CA 91030","South Pasadena, CA 91030",South Pasadena Unified,(626) 441-5860(make sure to verify first before calling),636,28.0,40,21
Monterey Ridge Elementary School,"17117 4S Ranch Pkwy.San Diego, CA 92127","San Diego, CA 92127",Poway Unified,(858) 487-6887(make sure to verify first before calling),97,"1,038",No,44
Monterey Vista Elementary School,"901 E. Graves Ave.Monterey Park, CA 91755","Monterey Park, CA 91755",Garvey Elementary,(626) 307-3300(make sure to verify first before calling),474,19.0,302,49
Montevideo Elementary School,"24071 Carrillo Dr.Mission Viejo, CA 92691","Mission Viejo, CA 92691",Saddleback Valley Unified,(949) 586-8050(make sure to verify first before calling),441,18.0,72,20
Moreland Middle School,"4600 Student Ln.San Jose, CA 95130","San Jose, CA 95130",Moreland,(408) 875-3300(make sure to verify first before calling),83,996,No,266
Morello Park Elementary School,"1200 Morello Park Dr.Martinez, CA 94553","Martinez, CA 94553",Martinez Unified,(925) 335-5840(make sure to verify first before calling),526,21.5,73,11
Morning Creek Elementary School,"10925 Morning Creek Dr. S.San Diego, CA 92128","San Diego, CA 92128",Poway Unified,(858) 748-4334(make sure to verify first before calling),92,798,No,87
Morris E. Dailey Charter Elementary School,"3135 N. Harrison Ave.Fresno, CA 93704","Fresno, CA 93704",Fresno Unified,(559) 248-7060(make sure to verify first before calling),95,348,"Yes, under Community Eligibility Option (CEO)",61
Moulton Elementary School,"29851 Highlands Ave.Laguna Niguel, CA 92677","Laguna Niguel, CA 92677",Capistrano Unified,(949) 234-5980(make sure to verify first before calling),673,22.1,78,20
Mound Elementary School,"455 S. Hill Rd.Ventura, CA 93003","Ventura, CA 93003",Ventura Unified,(805) 289-1886(make sure to verify first before calling),98,569,No,33
Mountain Avenue Elementary School,"2307 Mountain Ave.La Crescenta-Montrose, CA 91214","La Crescenta-Montrose, CA 91214",Glendale Unified,(818) 248-7766(make sure to verify first before calling),550,20.0,56,12
Mountain Elementary School,"3042 Old San Jose Rd.Soquel, CA 95073","Soquel, CA 95073",Mountain Elementary,(831) 475-6812(make sure to verify first before calling),94,124,No,15
Mountain Meadows Elementary School,"4200 Mountain Meadow Dr.Moorpark, CA 93021","Moorpark, CA 93021",Moorpark Unified,(805) 378-6306(make sure to verify first before calling),458,25.0,123,29
Mountain Valley Academy School,"1010 Ramona St.Ramona, CA 92065","Ramona, CA 92065",Ramona City Unified,(760) 787-3600(make sure to verify first before calling),94,213,No,18
Mountain View Elementary School,"201 N. Vernon Ave.Azusa, CA 91702","Azusa, CA 91702",Azusa Unified,(626) 815-2900(make sure to verify first before calling),381,17.0,288,37
Mountain View High School,"2900 Pkwy. Dr.EL MONTE, CA 91732","EL MONTE, CA 91732",El Monte Union High,(626) 443-6181(make sure to verify first before calling),"1,404",72.9,"1,144",191
Mountain View Learning Academy School,"8770 Harbison Canyon Rd.Alpine, CA 91901","Alpine, CA 91901",Alpine Union Elementary,(619) 659-2854(make sure to verify first before calling),82,66,No,15
Mountainview Elementary School,"22201 W. Cypress Pl.Santa Clarita, CA 91350","Santa Clarita, CA 91350",Saugus Union,(661) 294-5325(make sure to verify first before calling),87,776,No,43
Mt. Baldy Joint Elementary School,"1 Mt. Baldy Rd.Mount Baldy, CA 91759",Floyd M. Stork Elementary,Mt. Baldy Joint Elementary,(909) 985-0991(make sure to verify first before calling),103,5.3,18,5
Mt. Carmel High School,"9550 Carmel Mountain Rd.San Diego, CA 92129","San Diego, CA 92129",Poway Unified,(858) 484-1180(make sure to verify first before calling),90,"1,960",No,288
Mt. Diablo Elementary School,"5880 Mt. Zion Dr.Clayton, CA 94517","Clayton, CA 94517",Mt. Diablo Unified,(925) 672-4840(make sure to verify first before calling),816,30.0,55,12
Mt. Everest Academy School,"4350 Mt. Everest Blvd.San Diego, CA 92117","San Diego, CA 92117",San Diego Unified,(858) 496-8778(make sure to verify first before calling),97,263,No,54
Mt. Washington Elementary School,"3981 San Rafael Ave.Los Angeles, CA 90065","Los Angeles, CA 90065",Los Angeles Unified,(323) 225-8320(make sure to verify first before calling),421,17.0,40,18
Muirlands Middle School,"1056 Nautilus St.San Diego, CA 92037","San Diego, CA 92037",San Diego Unified,(858) 459-4211(make sure to verify first before calling),88,"1,075",No,229
Murdock Elementary School,"655 W. French St.Willows, CA 95988","Willows, CA 95988",Willows Unified,(530) 934-6640(make sure to verify first before calling),637,26.0,422,56
Murphy Ranch Elementary School,"16021 Janine Dr.Whittier, CA 90603","Whittier, CA 90603",East Whittier City Elementary,(562) 789-2150(make sure to verify first before calling),92,559,No,68
Murray Elementary School,"8435 Davona Dr.Dublin, CA 94568","Dublin, CA 94568",Dublin Unified,(925) 828-2568(make sure to verify first before calling),84,453,No,56
Murwood Elementary School,"2050 Vanderslice Ave.Walnut Creek, CA 94596","Walnut Creek, CA 94596",Walnut Creek Elementary,(925) 943-2462(make sure to verify first before calling),379,16.2,45,12
Muscatel Middle School,"4201 N. Ivar Ave.Rosemead, CA 91770","Rosemead, CA 91770",Rosemead Elementary,(626) 287-1139(make sure to verify first before calling),654,31.0,400,126
Museum School,"211 Maple St.San Diego, CA 92103","San Diego, CA 92103",San Diego Unified,(619) 236-8712(make sure to verify first before calling),86,226,No,47
Myford Elementary School,"3181 Trevino Dr.Irvine, CA 92602","Irvine, CA 92602",Tustin Unified,(714) 734-1875(make sure to verify first before calling),727,25.0,62,24
Naples Elementary School,"5537 The ToledoLong Beach, CA 90803","Long Beach, CA 90803",Long Beach Unified,(562) 433-0489(make sure to verify first before calling),372,13.0,40,3
Natoma Station Elementary School,"500 Turnpike Dr.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9145(make sure to verify first before calling),87,438,No,32
Natomas Charter School,"4600 Blackrock Dr.Sacramento, CA 95835","Sacramento, CA 95835",Natomas Unified,(916) 928-5353(make sure to verify first before calling),82,"1,638",No,276
Natomas Pacific Pathways Prep Middle School,"3700 Del Paso Rd.Sacramento, CA 95834","Sacramento, CA 95834",Natomas Unified,(916) 567-5740(make sure to verify first before calling),513,23.3,142,61
Neil A. Armstrong Elementary School,"2849 Calais Dr.San Ramon, CA 94583","San Ramon, CA 94583",San Ramon Valley Unified,(925) 479-1600(make sure to verify first before calling),95,597,No,15
Neil Cummins Elementary School,"58 Mohawk Ave.Corte Madera, CA 94925","Corte Madera, CA 94925",Larkspur-Corte Madera,(415) 927-6965(make sure to verify first before calling),90,592,No,33
Nelda Mundy Elementary School,"570 Vintage Valley Dr.Fairfield, CA 94534","Fairfield, CA 94534",Fairfield-Suisun Unified,(707) 863-7920(make sure to verify first before calling),89,745,No,107
Nelson S. Dilworth Elementary School,"1101 Strayer Dr.San Jose, CA 95129","San Jose, CA 95129",Cupertino Union,(408) 253-2850(make sure to verify first before calling),460,21.4,9,3
Nesbit Elementary School,"500 Biddulph WayBelmont, CA 94002","Belmont, CA 94002",Belmont-Redwood Shores Elementary,(650) 637-4860(make sure to verify first before calling),554,25.6,84,15
New Traditions Elementary School,"2049 Grove St.San Francisco, CA 94117","San Francisco, CA 94117",San Francisco Unified,(415) 750-8490(make sure to verify first before calling),260,11.5,81,8
New Valley Continuation High School,"1875 Lawrence Rd.Santa Clara, CA 95051","Santa Clara, CA 95051",Santa Clara Unified,(408) 423-2300(make sure to verify first before calling),9,135,No,83
New West Charter School,"1905 Armacost Ave.Los Angeles, CA 90025","Los Angeles, CA 90025",SBE - New West Charter,(310) 943-5444(make sure to verify first before calling),89,823,No,152
Newcastle Charter School,"8951 Valley View Dr.Newcastle, CA 95658","Newcastle, CA 95658",Newcastle Elementary,(916) 663-3307(make sure to verify first before calling),88,283,No,28
Newcomb Academy School,"3351 Val Verde Ave.Long Beach, CA 90808","Long Beach, CA 90808",Long Beach Unified,(562) 421-8851(make sure to verify first before calling),886,32.0,153,48
Newhart Middle School,"25001 Veterans WayMission Viejo, CA 92692","Mission Viejo, CA 92692",Capistrano Unified,(949) 855-0162(make sure to verify first before calling),"1,223",49.6,180,44
Newland (William T.) Elementary School,"8787 Dolphin St.Huntington Beach, CA 92646","Huntington Beach, CA 92646",Fountain Valley Elementary,(714) 378-4200(make sure to verify first before calling),486,19.0,61,10
Newport Coast Elementary School,"6655 Ridge Park Rd.Newport Beach, CA 92657","Newport Beach, CA 92657",Newport-Mesa Unified,(949) 515-6975(make sure to verify first before calling),94,549,No,21
Newport Elementary School,"1327 W. Balboa Blvd.Newport Beach, CA 92661","Newport Beach, CA 92661",Newport-Mesa Unified,(949) 515-6965(make sure to verify first before calling),89,486,No,62
Nicasio School,"5555 Nicasio Valley Rd.Nicasio, CA 94946","Nicasio, CA 94946",Nicasio,(415) 662-2184(make sure to verify first before calling),83,50,No,3
Niguel Hills Middle School,"29070 Paseo EscuelaLaguna Niguel, CA 92677","Laguna Niguel, CA 92677",Capistrano Unified,(949) 234-5360(make sure to verify first before calling),"1,184",47.5,231,59
Niles Elementary School,"37141 Second St.Fremont, CA 94536","Fremont, CA 94536",Fremont Unified,(510) 793-1141(make sure to verify first before calling),581,23.0,56,17
Nixon (Patricia) Elementary School,"19600 Jacob Ave.Cerritos, CA 90703","Cerritos, CA 90703",ABC Unified,(562) 229-7895(make sure to verify first before calling),788,30.0,192,72
Noble Elementary School,"3466 Grossmont Dr.San Jose, CA 95132","San Jose, CA 95132",Berryessa Union Elementary,(408) 923-1935(make sure to verify first before calling),545,21.0,87,33
Noddin Elementary School,"1755 Gilda WaySan Jose, CA 95124","San Jose, CA 95124",Union Elementary,(408) 356-2126(make sure to verify first before calling),95,652,No,54
Nohl Canyon Elementary School,"4100 E. Nohl Ranch Rd.Anaheim, CA 92807","Anaheim, CA 92807",Orange Unified,(714) 997-6203(make sure to verify first before calling),94,556,No,41
Nordstrom Elementary School,"1425 E. Dunne Ave.Morgan Hill, CA 95037","Morgan Hill, CA 95037",Morgan Hill Unified,(408) 201-6440(make sure to verify first before calling),681,27.0,103,30
Norman L. Sullivan Middle School,"7350 W. Lilac Rd.Bonsall, CA 92003","Bonsall, CA 92003",Bonsall Unified,(760) 631-5209(make sure to verify first before calling),83,600,No,165
North Davis Elementary School,"555 E. 14th St.Davis, CA 95616","Davis, CA 95616",Davis Joint Unified,(530) 757-5475(make sure to verify first before calling),555,19.1,104,16
North Hillsborough School,"545 Eucalyptus Ave.Hillsborough, CA 94010","Hillsborough, CA 94010",Hillsborough City Elementary,(650) 347-4175(make sure to verify first before calling),323,18.0,3,Hillsborough City Elementary
North Shoreview Montessori Elementary School,"1301 Cypress Ave.San Mateo, CA 94401","San Mateo, CA 94401",San Mateo-Foster City,(650) 312-7588(make sure to verify first before calling),81,371,No,56
Northcoast Preparatory And Performing Arts Academy School,"1761 11th St.Arcata, CA 95521","Arcata, CA 95521",Humboldt County Office of Education,(707) 822-0861(make sure to verify first before calling),82,176,No,74
Northgate High School,"425 Castle Rock Rd.Walnut Creek, CA 94598","Walnut Creek, CA 94598",Mt. Diablo Unified,(925) 938-0900(make sure to verify first before calling),"1,599",66.6,117,30
Northwood Elementary School,"28 CarsonIrvine, CA 92620","Irvine, CA 92620",Irvine Unified,(949) 936-5950(make sure to verify first before calling),94,697,No,134
Northwood High School,"4515 Portola Pkwy.Irvine, CA 92620","Irvine, CA 92620",Irvine Unified,(949) 936-7200(make sure to verify first before calling),98,"2,240",No,119
Norwood Creek Elementary School,"3241 Remington WaySan Jose, CA 95148","San Jose, CA 95148",Evergreen Elementary,(408) 270-6727(make sure to verify first before calling),673,26.0,105,40
Novato Charter School,"940 C St.Novato, CA 94949","Novato, CA 94949",Novato Unified,(415) 883-4254(make sure to verify first before calling),268,10.0,8,Novato Unified
Nuestro Elementary School,"3934 BRd.way Rd.Live Oak, CA 95953","Live Oak, CA 95953",Nuestro Elementary,(530) 822-5100(make sure to verify first before calling),145,8.0,40,14
Nueva Continuation High School,"8600 Palm Ave.Lamont, CA 93241","Lamont, CA 93241",Kern High,(661) 845-1532(make sure to verify first before calling),9,111,No,91
Nuview Bridge Early College High School,"30401 Reservoir Ave.Nuevo, CA 92567","Nuevo, CA 92567",Nuview Union,(951) 928-8498(make sure to verify first before calling),78,600,No,276
O. N. Hir Elementary School,"41399 Chapel WayFremont, CA 94538","Fremont, CA 94538",Fremont Unified,(510) 657-3537(make sure to verify first before calling),552,19.0,133,8
Ocsa School,"1010 N. Main St.Santa Ana, CA 92701","Santa Ana, CA 92701",Santa Ana Unified,(714) 560-9000(make sure to verify first before calling),98,"2,096",No,233
Oak Avenue Elementary School,"1239 Oak Ave.Greenfield, CA 93927","Greenfield, CA 93927",Greenfield Union Elementary,(831) 674-5916(make sure to verify first before calling),824,33.0,614,94
Oak Avenue Intermediate School,"6623 Oak Ave.Temple City, CA 91780","Temple City, CA 91780",Temple City Unified,(626) 548-5060(make sure to verify first before calling),895,40.2,227,122
Oak Chan Elementary School,"101 Prewett Dr.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9155(make sure to verify first before calling),87,438,No,19
Oak Creek Elementary School,"1 Dove CreekIrvine, CA 92618","Irvine, CA 92618",Irvine Unified,(949) 936-8550(make sure to verify first before calling),91,879,No,95
Oak Crest Middle School,"675 Balour Dr.Encinitas, CA 92024","Encinitas, CA 92024",San Dieguito Union High,(760) 753-6241(make sure to verify first before calling),761,33.9,115,20
Oak Grove Elementary School,"22705 SanbornAliso Viejo, CA 92656","Aliso Viejo, CA 92656",Capistrano Unified,(949) 360-9001(make sure to verify first before calling),706,23.0,86,15
Oak Grove Elementary/Willowside Middle School,"5285 Hall Rd.Santa Rosa, CA 95401","Santa Rosa, CA 95401",Oak Grove Union Elementary,(707) 542-3322(make sure to verify first before calling),81,745,No,91
Oak Grove Middle School,"2050 Minert Rd.Concord, CA 94518","Concord, CA 94518",Mt. Diablo Unified,(925) 682-1843(make sure to verify first before calling),673,34.9,554,64
Oak Hills Elementary School,"1010 Kanan Rd.Oak Park, CA 91377","Oak Park, CA 91377",Oak Park Unified,(818) 707-4224(make sure to verify first before calling),532,20.0,16,6
Oak Knoll Elementary School,"1895 Oak Knoll Ln.Menlo Park, CA 94025","Menlo Park, CA 94025",Menlo Park City Elementary,(650) 854-4433(make sure to verify first before calling),738,37.5,26,6
Oak Meadow Elementary School,"7701 Silva Valley Pkwy.EL DORADO HILLS, CA 95762","EL DORADO HILLS, CA 95762",Buckeye Union Elementary,(916) 933-9746(make sure to verify first before calling),95,758,No,48
Oak Mesa Elementary School,"5200 Wheeler Ave.La Verne, CA 91750","La Verne, CA 91750",Bonita Unified,(909) 971-8209(make sure to verify first before calling),591,23.2,45,12
Oak Middle School,"10821 Oak St.Los Alamitos, CA 90720","Los Alamitos, CA 90720",Los Alamitos Unified,(562) 799-4740(make sure to verify first before calling),"1,130",42.9,111,40
Oak Park High School,"899 Kanan Rd.Oak Park, CA 91377","Oak Park, CA 91377",Oak Park Unified,(818) 735-3300(make sure to verify first before calling),"1,542",64.8,59,19
